Age,Conference,Date,Draft Year,Height,Player,Position,Season short,Seasons in league,Team,Weight,Real_value
24,West,2011-03-21,2006,185.0,Kyle Lowry,PG,2011,4,Houston Rockets,89.0,0.5
29,East,2011-03-14,2003,193.0,Dwyane Wade,SG,2011,7,Miami Heat,100.0,0.5
28,West,2011-03-14,2001,188.0,Tony Parker,G,2011,9,San Antonio Spurs,84.0,0.5
33,East,2011-03-07,1998,201.0,Paul Pierce,SF,2011,12,Boston Celtics,107.0,0.5
22,West,2011-03-07,2008,190.0,Russell Westbrook,G,2011,2,Oklahoma City Thunder,91.0,0.5
25,East,2011-02-28,2004,211.0,Dwight Howard,C,2011,6,Orlando Magic,120.0,0.5
28,West,2011-02-28,2004,201.0,Kevin Martin,SG,2011,6,Houston Rockets,90.0,0.5
25,East,2011-02-14,2004,211.0,Dwight Howard,C,2011,6,Orlando Magic,120.0,0.5
25,West,2011-02-14,2006,211.0,LaMarcus Aldridge,FC,2011,4,Portland Trail Blazers,118.0,0.5
26,East,2011-02-07,2003,203.0,LeBron James,F,2011,7,Miami Heat,113.0,0.5
22,West,2011-02-07,2007,206.0,Kevin Durant,SF,2011,3,Oklahoma City Thunder,109.0,0.5
26,East,2011-01-31,2003,203.0,LeBron James,F,2011,7,Miami Heat,113.0,0.5
29,West,2011-01-31,2001,206.0,Zach Randolph,PF,2011,9,Memphis Grizzlies,118.0,0.5
25,East,2011-01-24,2004,211.0,Dwight Howard,C,2011,6,Orlando Magic,120.0,0.5
25,West,2011-01-24,2006,211.0,LaMarcus Aldridge,FC,2011,4,Portland Trail Blazers,118.0,0.5
22,East,2011-01-18,2008,190.0,Derrick Rose,PG,2011,2,Chicago Bulls,86.0,0.5
22,West,2011-01-18,2008,190.0,Russell Westbrook,G,2011,2,Oklahoma City Thunder,91.0,0.5
26,East,2011-01-10,2003,203.0,LeBron James,F,2011,7,Miami Heat,113.0,0.5
29,West,2011-01-10,2001,206.0,Zach Randolph,PF,2011,9,Memphis Grizzlies,118.0,0.5
29,East,2011-01-03,2003,193.0,Dwyane Wade,SG,2011,7,Miami Heat,100.0,0.5
34,West,2011-01-03,1997,190.0,Chauncey Billups,G,2011,13,Denver Nuggets,95.0,0.5
26,East,2010-12-27,2003,203.0,LeBron James,F,2011,7,Miami Heat,113.0,0.5
25,West,2010-12-27,2005,190.0,Monta Ellis,G,2011,5,Golden State Warriors,84.0,0.5
33,East,2010-12-20,1998,201.0,Paul Pierce,SF,2011,12,Boston Celtics,107.0,0.5
28,West,2010-12-20,2001,188.0,Tony Parker,G,2011,9,San Antonio Spurs,84.0,0.5
29,East,2010-12-13,2003,193.0,Dwyane Wade,SG,2011,7,Miami Heat,100.0,0.5
32,West,2010-12-13,1998,213.0,Dirk Nowitzki,PF,2011,12,Dallas Mavericks,111.0,0.5
28,East,2010-12-06,2002,208.0,Amar'e Stoudemire,FC,2011,8,New York Knicks,111.0,0.5
22,West,2010-12-06,2008,190.0,Russell Westbrook,G,2011,2,Oklahoma City Thunder,91.0,0.5
25,East,2010-11-29,2004,211.0,Dwight Howard,C,2011,6,Orlando Magic,120.0,0.5
32,West,2010-11-29,1998,213.0,Dirk Nowitzki,PF,2011,12,Dallas Mavericks,111.0,0.5
28,East,2010-11-22,2002,208.0,Amar'e Stoudemire,FC,2011,8,New York Knicks,111.0,0.5
22,West,2010-11-22,2008,190.0,Russell Westbrook,G,2011,2,Oklahoma City Thunder,91.0,0.5
22,East,2010-11-15,2008,190.0,Derrick Rose,PG,2011,2,Chicago Bulls,86.0,0.5
26,West,2010-11-15,2005,190.0,Deron Williams,PG,2011,5,Utah Jazz,91.0,0.5
25,East,2010-11-08,2004,211.0,Dwight Howard,C,2011,6,Orlando Magic,120.0,0.5
25,West,2010-11-08,2005,183.0,Chris Paul,PG,2011,5,New Orleans Hornets,79.0,0.5
25,East,2010-11-01,2006,185.0,Rajon Rondo,PG,2011,4,Boston Celtics,84.0,0.5
30,West,2010-11-01,2001,213.0,Pau Gasol,FC,2011,9,Los Angeles Lakers,113.0,0.5
27,East,2012-04-23,2003,203.0,LeBron James,F,2012,8,Miami Heat,113.0,0.5
27,West,2012-04-23,2004,208.0,Al Jefferson,FC,2012,7,Utah Jazz,131.0,0.5
35,East,2012-04-16,1995,211.0,Kevin Garnett,PF,2012,16,Boston Celtics,109.0,0.5
24,West,2012-04-16,2005,213.0,Andrew Bynum,C,2012,6,Los Angeles Lakers,129.0,0.5
27,East,2012-04-09,2003,203.0,LeBron James,F,2012,8,Miami Heat,113.0,0.5
25,West,2012-04-09,2008,190.0,Goran Dragic,G,2012,3,Houston Rockets,86.0,0.5
34,East,2012-04-02,1998,201.0,Paul Pierce,SF,2012,13,Boston Celtics,107.0,0.5
26,West,2012-04-02,2005,183.0,Chris Paul,PG,2012,6,Los Angeles Clippers,79.0,0.5
30,East,2012-03-26,2001,201.0,Joe Johnson,SG,2012,10,Atlanta Hawks,109.0,0.5
23,West,2012-03-26,2007,206.0,Kevin Durant,SF,2012,4,Oklahoma City Thunder,109.0,0.5
30,East,2012-03-19,2002,208.0,Drew Gooden,FC,2012,9,Milwaukee Bucks,113.0,0.5
24,West,2012-03-19,2005,213.0,Andrew Bynum,C,2012,6,Los Angeles Lakers,129.0,0.5
24,East,2012-03-12,2005,208.0,Ersan Ilyasova,F,2012,4,Milwaukee Bucks,107.0,0.5
26,West,2012-03-12,2005,190.0,Monta Ellis,G,2012,6,Golden State Warriors,84.0,0.5
23,East,2012-03-05,2008,190.0,Derrick Rose,PG,2012,3,Chicago Bulls,86.0,0.5
24,West,2012-03-05,2009,180.0,Ty Lawson,PG,2012,2,Denver Nuggets,88.0,0.5
27,East,2012-02-20,2003,203.0,LeBron James,F,2012,8,Miami Heat,113.0,0.5
23,West,2012-02-20,2007,206.0,Kevin Durant,SF,2012,4,Oklahoma City Thunder,109.0,0.5
23,East,2012-02-13,2010,190.0,Jeremy Lin,G,2012,1,New York Knicks,91.0,0.5
23,West,2012-02-13,2008,190.0,Russell Westbrook,G,2012,3,Oklahoma City Thunder,91.0,0.5
34,East,2012-02-06,1998,201.0,Paul Pierce,SF,2012,13,Boston Celtics,107.0,0.5
29,West,2012-02-06,2001,188.0,Tony Parker,G,2012,10,San Antonio Spurs,84.0,0.5
27,East,2012-01-30,2003,203.0,LeBron James,F,2012,8,Miami Heat,113.0,0.5
23,West,2012-01-30,2008,190.0,Russell Westbrook,G,2012,3,Oklahoma City Thunder,91.0,0.5
26,East,2012-01-23,2004,211.0,Dwight Howard,C,2012,7,Orlando Magic,120.0,0.5
27,West,2012-01-23,2007,216.0,Marc Gasol,C,2012,3,Memphis Grizzlies,116.0,0.5
23,East,2012-01-16,2008,190.0,Derrick Rose,PG,2012,3,Chicago Bulls,86.0,0.5
33,West,2012-01-16,1996,198.0,Kobe Bryant,SG,2012,15,Los Angeles Lakers,96.0,0.5
27,East,2012-01-09,2003,203.0,LeBron James,F,2012,8,Miami Heat,113.0,0.5
33,West,2012-01-09,1996,198.0,Kobe Bryant,SG,2012,15,Los Angeles Lakers,96.0,0.5
27,East,2012-01-03,2003,203.0,LeBron James,F,2012,8,Miami Heat,113.0,0.5
23,West,2012-01-03,2007,206.0,Kevin Durant,SF,2012,4,Oklahoma City Thunder,109.0,0.5
28,East,2013-04-15,2003,203.0,Carmelo Anthony,F,2013,9,New York Knicks,109.0,0.5
34,West,2013-04-15,1996,198.0,Kobe Bryant,SG,2013,16,Los Angeles Lakers,96.0,0.5
28,East,2013-04-08,2003,203.0,Carmelo Anthony,F,2013,9,New York Knicks,109.0,0.5
27,West,2013-04-08,2008,211.0,Nikola Pekovic,PF,2013,2,Minnesota Timberwolves,139.0,0.5
27,East,2013-04-01,2004,198.0,J.R. Smith,SG,2013,8,New York Knicks,102.0,0.5
28,West,2013-04-01,2004,208.0,Al Jefferson,FC,2013,8,Utah Jazz,131.0,0.5
28,East,2013-03-25,2003,203.0,LeBron James,F,2013,9,Miami Heat,113.0,0.5
23,West,2013-03-25,2009,196.0,James Harden,SG,2013,3,Houston Rockets,100.0,0.5
22,East,2013-03-18,2010,193.0,John Wall,PG,2013,2,Washington Wizards,95.0,0.5
27,West,2013-03-18,2006,211.0,LaMarcus Aldridge,FC,2013,6,Portland Trail Blazers,118.0,0.5
31,East,2013-03-11,2003,193.0,Dwyane Wade,SG,2013,9,Miami Heat,100.0,0.5
34,West,2013-03-11,1996,198.0,Kobe Bryant,SG,2013,16,Los Angeles Lakers,96.0,0.5
27,East,2013-03-04,2005,190.0,Monta Ellis,G,2013,7,Milwaukee Bucks,84.0,0.5
25,West,2013-03-04,2009,180.0,Ty Lawson,PG,2013,3,Denver Nuggets,88.0,0.5
28,East,2013-02-25,2003,203.0,LeBron James,F,2013,9,Miami Heat,113.0,0.5
34,West,2013-02-25,1996,198.0,Kobe Bryant,SG,2013,16,Los Angeles Lakers,96.0,0.5
28,East,2013-02-11,2003,203.0,LeBron James,F,2013,9,Miami Heat,113.0,0.5
24,West,2013-02-11,2008,190.0,Russell Westbrook,G,2013,4,Oklahoma City Thunder,91.0,0.5
28,East,2013-02-04,2005,175.0,Nate Robinson,G,2013,7,Chicago Bulls,82.0,0.5
29,West,2013-02-04,2005,206.0,David Lee,FC,2013,7,Golden State Warriors,111.0,0.5
20,East,2013-01-28,2011,190.0,Kyrie Irving,G,2013,1,Cleveland Cavaliers,88.0,0.5
30,West,2013-01-28,2001,188.0,Tony Parker,G,2013,11,San Antonio Spurs,84.0,0.5
31,East,2013-01-21,2002,206.0,Carlos Boozer,PF,2013,10,Chicago Bulls,121.0,0.5
24,West,2013-01-21,2007,206.0,Kevin Durant,SF,2013,5,Oklahoma City Thunder,109.0,0.5
23,East,2013-01-14,2009,185.0,Brandon Jennings,G,2013,3,Milwaukee Bucks,77.0,0.5
24,West,2013-01-14,2007,206.0,Kevin Durant,SF,2013,5,Oklahoma City Thunder,109.0,0.5
28,East,2013-01-07,2003,203.0,Carmelo Anthony,F,2013,9,New York Knicks,109.0,0.5
23,West,2013-01-07,2009,196.0,James Harden,SG,2013,3,Houston Rockets,100.0,0.5
27,East,2012-12-31,2005,190.0,Monta Ellis,G,2013,7,Milwaukee Bucks,84.0,0.5
26,West,2012-12-31,2010,198.0,Greivis Vasquez,G,2013,2,New Orleans Hornets,98.0,0.5
28,East,2012-12-24,2003,203.0,LeBron James,F,2013,9,Miami Heat,113.0,0.5
27,West,2012-12-24,2005,183.0,Chris Paul,PG,2013,7,Los Angeles Clippers,79.0,0.5
22,East,2012-12-17,2010,206.0,Paul George,GF,2013,2,Indiana Pacers,100.0,0.5
29,West,2012-12-17,2005,206.0,David Lee,FC,2013,7,Golden State Warriors,111.0,0.5
27,East,2012-12-10,2004,206.0,Josh Smith,PF,2013,8,Atlanta Hawks,102.0,0.5
23,West,2012-12-10,2009,208.0,Blake Griffin,PF,2013,3,Los Angeles Clippers,114.0,0.5
28,East,2012-12-03,2003,203.0,Carmelo Anthony,F,2013,9,New York Knicks,109.0,0.5
24,West,2012-12-03,2007,206.0,Kevin Durant,SF,2013,5,Oklahoma City Thunder,109.0,0.5
26,East,2012-11-26,2007,208.0,Al Horford,FC,2013,5,Atlanta Hawks,111.0,0.5
36,West,2012-11-26,1997,211.0,Tim Duncan,FC,2013,15,San Antonio Spurs,113.0,0.5
28,East,2012-11-19,2003,203.0,LeBron James,F,2013,9,Miami Heat,113.0,0.5
24,West,2012-11-19,2007,206.0,Kevin Durant,SF,2013,5,Oklahoma City Thunder,109.0,0.5
28,East,2012-11-12,2003,203.0,LeBron James,F,2013,9,Miami Heat,113.0,0.5
23,West,2012-11-12,2011,203.0,Kenneth Faried,F,2013,1,Denver Nuggets,103.0,0.5
23,East,2012-11-05,2009,185.0,Brandon Jennings,G,2013,3,Milwaukee Bucks,77.0,0.5
23,West,2012-11-05,2009,196.0,James Harden,SG,2013,3,Houston Rockets,100.0,0.5
25,East,2014-04-14,2009,188.0,Jeff Teague,PG,2014,4,Atlanta Hawks,84.0,0.5
28,West,2014-04-14,2005,190.0,Monta Ellis,G,2014,8,Dallas Mavericks,84.0,0.5
29,East,2014-04-07,2004,208.0,Al Jefferson,FC,2014,9,Charlotte Bobcats,131.0,0.5
35,West,2014-04-07,1998,213.0,Dirk Nowitzki,PF,2014,15,Dallas Mavericks,111.0,0.5
23,East,2014-03-31,2011,213.0,Nikola Vucevic,PF,2014,2,Orlando Magic,118.0,0.5
37,West,2014-03-31,1997,211.0,Tim Duncan,FC,2014,16,San Antonio Spurs,113.0,0.5
32,East,2014-03-24,2001,201.0,Joe Johnson,SG,2014,12,Brooklyn Nets,109.0,0.5
25,West,2014-03-24,2007,206.0,Kevin Durant,SF,2014,6,Oklahoma City Thunder,109.0,0.5
29,East,2014-03-17,2004,208.0,Al Jefferson,FC,2014,9,Charlotte Bobcats,131.0,0.5
24,West,2014-03-17,2009,208.0,Blake Griffin,PF,2014,4,Los Angeles Clippers,114.0,0.5
29,East,2014-03-10,2003,203.0,Carmelo Anthony,F,2014,10,New York Knicks,109.0,0.5
24,West,2014-03-10,2009,196.0,James Harden,SG,2014,4,Houston Rockets,100.0,0.5
23,East,2014-03-03,2010,193.0,John Wall,PG,2014,3,Washington Wizards,95.0,0.5
24,West,2014-03-03,2009,196.0,James Harden,SG,2014,4,Houston Rockets,100.0,0.5
23,East,2014-02-24,2011,185.0,Kemba Walker,G,2014,2,Charlotte Bobcats,83.0,0.5
25,West,2014-02-24,2008,208.0,Kevin Love,FC,2014,5,Minnesota Timberwolves,114.0,0.5
21,East,2014-02-10,2012,206.0,Jared Sullinger,C,2014,1,Boston Celtics,118.0,0.5
25,West,2014-02-10,2007,206.0,Kevin Durant,SF,2014,6,Oklahoma City Thunder,109.0,0.5
27,East,2014-02-03,2006,185.0,Kyle Lowry,PG,2014,7,Toronto Raptors,89.0,0.5
27,West,2014-02-03,2008,190.0,Goran Dragic,G,2014,5,Phoenix Suns,86.0,0.5
29,East,2014-01-27,2006,203.0,Paul Millsap,FC,2014,7,Atlanta Hawks,112.0,0.5
25,West,2014-01-27,2007,206.0,Kevin Durant,SF,2014,6,Oklahoma City Thunder,109.0,0.5
23,East,2014-01-20,2010,206.0,Paul George,GF,2014,3,Indiana Pacers,100.0,0.5
25,West,2014-01-20,2007,206.0,Kevin Durant,SF,2014,6,Oklahoma City Thunder,109.0,0.5
29,East,2014-01-13,2003,203.0,Carmelo Anthony,F,2014,10,New York Knicks,109.0,0.5
23,West,2014-01-13,2010,211.0,DeMarcus Cousins,C,2014,3,Sacramento Kings,122.0,0.5
25,East,2014-01-06,2007,203.0,Thaddeus Young,F,2014,6,Philadelphia Sixers,100.0,0.5
30,West,2014-01-06,2005,206.0,David Lee,FC,2014,8,Golden State Warriors,111.0,0.5
29,East,2013-12-30,2003,211.0,Chris Bosh,PF,2014,10,Miami Heat,107.0,0.5
25,West,2013-12-30,2007,206.0,Kevin Durant,SF,2014,6,Oklahoma City Thunder,109.0,0.5
32,East,2013-12-23,2003,193.0,Dwyane Wade,SG,2014,10,Miami Heat,100.0,0.5
24,West,2013-12-23,2009,208.0,Blake Griffin,PF,2014,4,Los Angeles Clippers,114.0,0.5
21,East,2013-12-16,2011,190.0,Kyrie Irving,G,2014,2,Cleveland Cavaliers,88.0,0.5
28,West,2013-12-16,2006,211.0,LaMarcus Aldridge,FC,2014,7,Portland Trail Blazers,118.0,0.5
25,East,2013-12-09,2010,196.0,Jordan Crawford,G,2014,3,Boston Celtics,88.0,0.5
28,West,2013-12-09,2006,211.0,LaMarcus Aldridge,FC,2014,7,Portland Trail Blazers,118.0,0.5
29,East,2013-12-02,2003,203.0,LeBron James,F,2014,10,Miami Heat,113.0,0.5
25,West,2013-12-02,2007,206.0,Kevin Durant,SF,2014,6,Oklahoma City Thunder,109.0,0.5
23,East,2013-11-25,2010,193.0,John Wall,PG,2014,3,Washington Wizards,95.0,0.5
28,West,2013-11-25,2006,211.0,LaMarcus Aldridge,FC,2014,7,Portland Trail Blazers,118.0,0.5
29,East,2013-11-18,2003,203.0,LeBron James,F,2014,10,Miami Heat,113.0,0.5
24,West,2013-11-18,2009,208.0,Blake Griffin,PF,2014,4,Los Angeles Clippers,114.0,0.5
23,East,2013-11-11,2010,206.0,Paul George,GF,2014,3,Indiana Pacers,100.0,0.5
24,West,2013-11-11,2011,208.0,Markieff Morris,PF,2014,2,Phoenix Suns,111.0,0.5
22,East,2013-11-04,2013,198.0,Michael Carter-Williams,PG,2014,0,Philadelphia Sixers,86.0,0.5
25,West,2013-11-04,2008,208.0,Kevin Love,FC,2014,5,Minnesota Timberwolves,114.0,0.5
26,East,2015-04-13,2011,175.0,Isaiah Thomas,PG,2015,3,Boston Celtics,84.0,0.5
38,West,2015-04-13,1997,211.0,Tim Duncan,FC,2015,17,San Antonio Spurs,113.0,0.5
26,East,2015-04-06,2008,213.0,Brook Lopez,C,2015,6,Brooklyn Nets,122.0,0.5
25,West,2015-04-06,2009,196.0,James Harden,SG,2015,5,Houston Rockets,100.0,0.5
26,East,2015-03-30,2008,213.0,Brook Lopez,C,2015,6,Brooklyn Nets,122.0,0.5
26,West,2015-03-30,2009,190.0,Stephen Curry,G,2015,5,Golden State Warriors,86.0,0.5
33,East,2015-03-23,2003,193.0,Dwyane Wade,SG,2015,11,Miami Heat,100.0,0.5
29,West,2015-03-23,2005,183.0,Chris Paul,PG,2015,9,Los Angeles Clippers,79.0,0.5
22,East,2015-03-16,2011,190.0,Kyrie Irving,G,2015,3,Cleveland Cavaliers,88.0,0.5
21,West,2015-03-16,2012,208.0,Anthony Davis,PF,2015,2,New Orleans Pelicans,115.0,0.5
32,East,2015-03-09,2003,185.0,Mo Williams,G,2015,11,Charlotte Hornets,90.0,0.5
26,West,2015-03-09,2008,190.0,Russell Westbrook,G,2015,6,Oklahoma City Thunder,91.0,0.5
26,East,2015-03-02,2011,175.0,Isaiah Thomas,PG,2015,3,Boston Celtics,84.0,0.5
24,West,2015-03-02,2012,190.0,Damian Lillard,G,2015,2,Portland Trail Blazers,88.0,0.5
20,East,2015-02-09,2013,211.0,Giannis Antetokounmpo,F,2015,1,Milwaukee Bucks,101.0,0.5
26,West,2015-02-09,2008,190.0,Russell Westbrook,G,2015,6,Oklahoma City Thunder,91.0,0.5
22,East,2015-02-02,2011,190.0,Kyrie Irving,G,2015,3,Cleveland Cavaliers,88.0,0.5
33,West,2015-02-02,2001,206.0,Zach Randolph,PF,2015,13,Memphis Grizzlies,118.0,0.5
30,East,2015-01-26,2003,203.0,LeBron James,F,2015,11,Cleveland Cavaliers,113.0,0.5
25,West,2015-01-26,2011,201.0,Klay Thompson,G,2015,3,Golden State Warriors,98.0,0.5
28,East,2015-01-19,2007,208.0,Al Horford,FC,2015,7,Atlanta Hawks,111.0,0.5
32,West,2015-01-19,2003,185.0,Mo Williams,G,2015,11,Minnesota Timberwolves,90.0,0.5
24,East,2015-01-12,2011,185.0,Kemba Walker,G,2015,3,Charlotte Hornets,83.0,0.5
25,West,2015-01-12,2011,201.0,Klay Thompson,G,2015,3,Golden State Warriors,98.0,0.5
26,East,2015-01-05,2009,188.0,Jeff Teague,PG,2015,5,Atlanta Hawks,84.0,0.5
26,West,2015-01-05,2007,206.0,Kevin Durant,SF,2015,7,Oklahoma City Thunder,109.0,0.5
25,East,2014-12-29,2011,201.0,Jimmy Butler,GF,2015,3,Chicago Bulls,105.0,0.5
25,West,2014-12-29,2009,196.0,James Harden,SG,2015,5,Houston Rockets,100.0,0.5
28,East,2014-12-22,2007,208.0,Al Horford,FC,2015,7,Atlanta Hawks,111.0,0.5
29,West,2014-12-22,2006,211.0,LaMarcus Aldridge,FC,2015,8,Portland Trail Blazers,118.0,0.5
24,East,2014-12-15,2010,193.0,John Wall,PG,2015,4,Washington Wizards,95.0,0.5
25,West,2014-12-15,2009,196.0,James Harden,SG,2015,5,Houston Rockets,100.0,0.5
28,East,2014-12-08,2006,185.0,Kyle Lowry,PG,2015,8,Toronto Raptors,89.0,0.5
29,West,2014-12-08,2006,211.0,LaMarcus Aldridge,FC,2015,8,Portland Trail Blazers,118.0,0.5
30,East,2014-12-01,2003,203.0,LeBron James,F,2015,11,Cleveland Cavaliers,113.0,0.5
25,West,2014-12-01,2009,208.0,Blake Griffin,PF,2015,5,Los Angeles Clippers,114.0,0.5
28,East,2014-11-24,2005,185.0,Lou Williams,G,2015,9,Toronto Raptors,79.0,0.5
24,West,2014-11-24,2010,211.0,DeMarcus Cousins,C,2015,4,Sacramento Kings,122.0,0.5
30,East,2014-11-17,2003,203.0,LeBron James,F,2015,11,Cleveland Cavaliers,113.0,0.5
24,West,2014-11-17,2012,190.0,Damian Lillard,G,2015,2,Portland Trail Blazers,88.0,0.5
30,East,2014-11-10,2005,190.0,Deron Williams,PG,2015,9,Brooklyn Nets,91.0,0.5
26,West,2014-11-10,2009,190.0,Stephen Curry,G,2015,5,Golden State Warriors,86.0,0.5
30,East,2014-11-03,2003,211.0,Chris Bosh,PF,2015,11,Miami Heat,107.0,0.5
25,West,2014-11-03,2011,201.0,Klay Thompson,G,2015,3,Golden State Warriors,98.0,0.5
31,East,2016-04-11,2006,203.0,Paul Millsap,FC,2016,9,Atlanta Hawks,112.0,0.5
20,West,2016-04-11,2015,213.0,Karl-Anthony Towns,C,2016,0,Minnesota Timberwolves,111.0,0.5
31,East,2016-04-04,2003,203.0,LeBron James,F,2016,12,Cleveland Cavaliers,113.0,0.5
31,West,2016-04-04,2006,183.0,J.J. Barea,G,2016,9,Dallas Mavericks,84.0,0.5
31,East,2016-03-28,2003,203.0,LeBron James,F,2016,12,Cleveland Cavaliers,113.0,0.5
26,West,2016-03-28,2011,201.0,Klay Thompson,G,2016,4,Golden State Warriors,98.0,0.5
29,East,2016-03-21,2006,185.0,Kyle Lowry,PG,2016,9,Toronto Raptors,89.0,0.5
27,West,2016-03-21,2007,206.0,Kevin Durant,SF,2016,8,Oklahoma City Thunder,109.0,0.5
25,East,2016-03-14,2011,185.0,Kemba Walker,G,2016,4,Charlotte Hornets,83.0,0.5
27,West,2016-03-14,2009,190.0,Stephen Curry,G,2016,6,Golden State Warriors,86.0,0.5
31,East,2016-03-07,2003,203.0,LeBron James,F,2016,12,Cleveland Cavaliers,113.0,0.5
24,West,2016-03-07,2011,201.0,Kawhi Leonard,F,2016,4,San Antonio Spurs,104.0,0.5
29,East,2016-02-29,2006,185.0,Kyle Lowry,PG,2016,9,Toronto Raptors,89.0,0.5
27,West,2016-02-29,2009,190.0,Stephen Curry,G,2016,6,Golden State Warriors,86.0,0.5
27,East,2016-02-08,2011,175.0,Isaiah Thomas,PG,2016,4,Boston Celtics,84.0,0.5
30,West,2016-02-08,2006,211.0,LaMarcus Aldridge,FC,2016,9,San Antonio Spurs,118.0,0.5
34,East,2016-02-01,2003,193.0,Dwyane Wade,SG,2016,12,Miami Heat,100.0,0.5
27,West,2016-02-01,2007,206.0,Kevin Durant,SF,2016,8,Oklahoma City Thunder,109.0,0.5
25,East,2016-01-25,2011,185.0,Kemba Walker,G,2016,4,Charlotte Hornets,83.0,0.5
25,West,2016-01-25,2010,211.0,DeMarcus Cousins,C,2016,5,Sacramento Kings,122.0,0.5
25,East,2016-01-18,2010,193.0,John Wall,PG,2016,5,Washington Wizards,95.0,0.5
27,West,2016-01-18,2007,206.0,Kevin Durant,SF,2016,8,Oklahoma City Thunder,109.0,0.5
31,East,2016-01-11,2003,203.0,LeBron James,F,2016,12,Cleveland Cavaliers,113.0,0.5
30,West,2016-01-11,2005,183.0,Chris Paul,PG,2016,10,Los Angeles Clippers,79.0,0.5
27,East,2016-01-04,2008,213.0,Brook Lopez,C,2016,7,Brooklyn Nets,122.0,0.5
25,West,2016-01-04,2012,201.0,Draymond Green,F,2016,3,Golden State Warriors,104.0,0.5
32,East,2015-12-28,2005,211.0,Marcin Gortat,FC,2016,8,Washington Wizards,109.0,0.5
27,West,2015-12-28,2008,190.0,Russell Westbrook,G,2016,7,Oklahoma City Thunder,91.0,0.5
25,East,2015-12-21,2011,190.0,Reggie Jackson,G,2016,4,Detroit Pistons,94.0,0.5
24,West,2015-12-21,2011,201.0,Kawhi Leonard,F,2016,4,San Antonio Spurs,104.0,0.5
26,East,2015-12-14,2009,201.0,DeMar DeRozan,GF,2016,6,Toronto Raptors,100.0,0.5
27,West,2015-12-14,2007,206.0,Kevin Durant,SF,2016,8,Oklahoma City Thunder,109.0,0.5
25,East,2015-12-07,2011,190.0,Reggie Jackson,G,2016,4,Detroit Pistons,94.0,0.5
27,West,2015-12-07,2009,190.0,Stephen Curry,G,2016,6,Golden State Warriors,86.0,0.5
25,East,2015-11-30,2010,206.0,Paul George,GF,2016,5,Indiana Pacers,100.0,0.5
27,West,2015-11-30,2007,206.0,Kevin Durant,SF,2016,8,Oklahoma City Thunder,109.0,0.5
31,East,2015-11-23,2003,203.0,LeBron James,F,2016,12,Cleveland Cavaliers,113.0,0.5
27,West,2015-11-23,2009,190.0,Stephen Curry,G,2016,6,Golden State Warriors,86.0,0.5
27,East,2015-11-16,2008,203.0,Nicolas Batum,F,2016,7,Charlotte Hornets,91.0,0.5
25,West,2015-11-16,2010,211.0,DeMarcus Cousins,C,2016,5,Sacramento Kings,122.0,0.5
22,East,2015-11-09,2012,211.0,Andre Drummond,C,2016,3,Detroit Pistons,127.0,0.5
26,West,2015-11-09,2009,196.0,James Harden,SG,2016,6,Houston Rockets,100.0,0.5
22,East,2015-11-02,2012,211.0,Andre Drummond,C,2016,3,Detroit Pistons,127.0,0.5
27,West,2015-11-02,2009,190.0,Stephen Curry,G,2016,6,Golden State Warriors,86.0,0.5
26,East,2017-04-10,2010,206.0,Paul George,GF,2017,6,Indiana Pacers,100.0,0.5
28,West,2017-04-10,2008,191.0,Russell Westbrook,G,2017,8,Oklahoma City Thunder,91.0,0.5
27,East,2017-04-03,2011,201.0,Jimmy Butler,GF,2017,5,Chicago Bulls,105.0,0.5
28,West,2017-04-03,2009,191.0,Stephen Curry,G,2017,7,Golden State Warriors,86.0,0.5
27,East,2017-03-27,2009,201.0,DeMar DeRozan,GF,2017,7,Toronto Raptors,100.0,0.5
27,West,2017-03-27,2009,196.0,James Harden,SG,2017,7,Houston Rockets,100.0,0.5
27,East,2017-03-20,2010,213.0,Hassan Whiteside,C,2017,4,Miami Heat,120.0,0.5
26,West,2017-03-20,2012,191.0,Damian Lillard,G,2017,4,Portland Trail Blazers,88.0,0.5
26,East,2017-03-13,2010,193.0,John Wall,PG,2017,6,Washington Wizards,95.0,0.5
21,West,2017-03-13,2015,213.0,Karl-Anthony Towns,C,2017,1,Minnesota Timberwolves,111.0,0.5
26,East,2017-03-06,2011,185.0,Kemba Walker,G,2017,5,Charlotte Hornets,83.0,0.5
25,West,2017-03-06,2011,201.0,Kawhi Leonard,F,2017,5,San Antonio Spurs,104.0,0.5
32,East,2017-02-13,2003,203.0,LeBron James,F,2017,13,Cleveland Cavaliers,113.0,0.5
27,West,2017-02-13,2009,208.0,Blake Griffin,PF,2017,7,Los Angeles Clippers,114.0,0.5
28,East,2017-02-06,2011,175.0,Isaiah Thomas,PG,2017,5,Boston Celtics,84.0,0.5
28,West,2017-02-06,2009,191.0,Stephen Curry,G,2017,7,Golden State Warriors,86.0,0.5
25,East,2017-01-30,2012,193.0,Dion Waiters,SG,2017,4,Miami Heat,100.0,0.5
26,West,2017-01-30,2010,211.0,DeMarcus Cousins,C,2017,6,Sacramento Kings,122.0,0.5
22,East,2017-01-23,2014,213.0,Joel Embiid,C,2017,2,Philadelphia Sixers,113.0,0.5
25,West,2017-01-23,2011,201.0,Kawhi Leonard,F,2017,5,San Antonio Spurs,104.0,0.5
27,East,2017-01-16,2009,201.0,DeMar DeRozan,GF,2017,7,Toronto Raptors,100.0,0.5
