Age,Conference,Date,Draft Year,Height,Player,Position,Season short,Seasons in league,Team,Weight,Real_value
22,All,1996-02-04,1994,193.0,Jason Kidd,PG,1996,1,Dallas Mavericks,95.0,1.0
30,All,1996-01-28,1987,201.0,Reggie Miller,SG,1996,8,Indiana Pacers,84.0,1.0
33,All,1996-01-21,1984,198.0,Michael Jordan,SG,1996,10,Chicago Bulls,98.0,1.0
30,All,1996-01-14,1987,216.0,David Robinson,C,1996,6,San Antonio Spurs,113.0,1.0
29,All,1996-01-07,1989,208.0,Cliff Robinson,PF,1996,6,Portland Trail Blazers,102.0,1.0
32,All,1995-12-31,1985,206.0,Karl Malone,PF,1996,10,Utah Jazz,120.0,1.0
33,All,1995-12-24,1984,198.0,Michael Jordan,SG,1996,10,Chicago Bulls,98.0,1.0
30,All,1995-12-17,1987,203.0,Scottie Pippen,SF,1996,8,Chicago Bulls,103.0,1.0
29,All,1995-12-10,1991,218.0,Dikembe Mutombo,C,1996,4,Denver Nuggets,118.0,1.0
25,All,1995-12-03,1991,180.0,Terrell Brandon,PG,1996,4,Cleveland Cavaliers,82.0,1.0
26,All,1995-11-26,1989,208.0,Shawn Kemp,C,1996,6,Seattle SuperSonics,127.0,1.0
26,All,1995-11-19,1990,198.0,Cedric Ceballos,SF,1996,5,Los Angeles Lakers,86.0,1.0
24,All,1995-11-12,1993,201.0,Penny Hardaway,PG,1996,2,Orlando Magic,88.0,1.0
24,All,1997-04-20,1993,206.0,Chris Webber,F-C,1997,3,Washington Bullets,111.0,1.0
21,All,1997-04-13,1996,183.0,Allen Iverson,G,1997,0,Philadelphia Sixers,75.0,1.0
24,All,1997-04-06,1994,203.0,Grant Hill,SF,1997,2,Detroit Pistons,102.0,1.0
30,All,1997-03-30,1987,185.0,Kevin Johnson,PG,1997,9,Phoenix Suns,82.0,1.0
33,All,1997-03-23,1985,206.0,Karl Malone,PF,1997,11,Utah Jazz,120.0,1.0
33,All,1997-03-16,1985,206.0,Karl Malone,PF,1997,11,Utah Jazz,120.0,1.0
34,All,1997-03-09,1985,213.0,Patrick Ewing,C,1997,11,New York Knicks,109.0,1.0
30,All,1997-03-02,1990,206.0,Loy Vaught,PF,1997,6,Los Angeles Clippers,104.0,1.0
31,All,1997-02-23,1987,203.0,Scottie Pippen,SF,1997,9,Chicago Bulls,103.0,1.0
27,All,1997-02-16,1992,208.0,Alonzo Mourning,C,1997,4,Miami Heat,109.0,1.0
29,All,1997-02-02,1989,203.0,Glen Rice,SF,1997,7,Charlotte Hornets,103.0,1.0
31,All,1997-01-26,1988,196.0,Mitch Richmond,SG,1997,8,Sacramento Kings,98.0,1.0
24,All,1997-01-19,1994,203.0,Grant Hill,SF,1997,2,Detroit Pistons,102.0,1.0
24,All,1997-01-12,1994,201.0,Glenn Robinson,SF,1997,2,Milwaukee Bucks,102.0,1.0
29,All,1997-01-05,1989,203.0,Glen Rice,SF,1997,7,Charlotte Hornets,103.0,1.0
30,All,1996-12-29,1989,183.0,Tim Hardaway,PG,1997,7,Miami Heat,79.0,1.0
26,All,1996-12-22,1991,180.0,Terrell Brandon,PG,1997,5,Cleveland Cavaliers,82.0,1.0
24,All,1996-12-15,1992,216.0,Shaquille O'Neal,C,1997,4,Los Angeles Lakers,147.0,1.0
29,All,1996-12-08,1990,208.0,Terry Mills,PF,1997,6,Detroit Pistons,104.0,1.0
30,All,1996-12-01,1991,218.0,Dikembe Mutombo,C,1997,5,Atlanta Hawks,118.0,1.0
34,All,1996-11-24,1984,198.0,Charles Barkley,PF,1997,12,Houston Rockets,114.0,1.0
33,All,1996-11-24,1985,206.0,Karl Malone,PF,1997,11,Utah Jazz,120.0,1.0
36,All,1996-11-17,1983,201.0,Dale Ellis,GF,1997,13,Denver Nuggets,93.0,1.0
34,All,1996-11-10,1984,213.0,Hakeem Olajuwon,C,1997,12,Houston Rockets,116.0,1.0
24,All,1998-04-19,1994,193.0,Jason Kidd,PG,1998,3,Phoenix Suns,95.0,1.0
28,All,1998-04-12,1993,190.0,Sam Cassell,G,1998,4,New Jersey Nets,84.0,1.0
35,All,1998-04-05,1984,198.0,Michael Jordan,SG,1998,12,Chicago Bulls,98.0,1.0
28,All,1998-03-29,1992,208.0,Alonzo Mourning,C,1998,5,Miami Heat,109.0,1.0
25,All,1998-03-22,1992,216.0,Shaquille O'Neal,C,1998,5,Los Angeles Lakers,147.0,1.0
24,All,1998-03-15,1994,193.0,Jason Kidd,PG,1998,3,Phoenix Suns,95.0,1.0
34,All,1998-03-08,1985,206.0,Karl Malone,PF,1998,12,Utah Jazz,120.0,1.0
21,All,1998-03-01,1997,211.0,Tim Duncan,FC,1998,0,San Antonio Spurs,113.0,1.0
30,All,1998-02-22,1989,198.0,Nick Anderson,GF,1998,8,Orlando Magic,103.0,1.0
34,All,1998-02-15,1985,206.0,Karl Malone,PF,1998,12,Utah Jazz,120.0,1.0
32,All,1998-02-01,1987,216.0,David Robinson,C,1998,8,San Antonio Spurs,113.0,1.0
30,All,1998-01-25,1990,208.0,Jayson Williams,FC,1998,7,New Jersey Nets,111.0,1.0
22,All,1998-01-18,1996,183.0,Allen Iverson,G,1998,1,Philadelphia Sixers,75.0,1.0
28,All,1998-01-11,1991,201.0,Steve Smith,SG,1998,6,Atlanta Hawks,91.0,1.0
31,All,1998-01-04,1988,224.0,Rik Smits,C,1998,9,Indiana Pacers,113.0,1.0
32,All,1997-12-28,1987,216.0,David Robinson,C,1998,8,San Antonio Spurs,113.0,1.0
35,All,1997-12-21,1984,198.0,Michael Jordan,SG,1998,12,Chicago Bulls,98.0,1.0
30,All,1997-12-14,1989,203.0,Glen Rice,SF,1998,8,Charlotte Hornets,103.0,1.0
26,All,1997-12-07,1994,198.0,Wesley Person,SG,1998,3,Cleveland Cavaliers,88.0,1.0
34,All,1997-11-30,1985,206.0,Karl Malone,PF,1998,12,Utah Jazz,120.0,1.0
35,All,1997-11-23,1984,198.0,Michael Jordan,SG,1998,12,Chicago Bulls,98.0,1.0
25,All,1997-11-16,1992,216.0,Shaquille O'Neal,C,1998,5,Los Angeles Lakers,147.0,1.0
31,All,1997-11-09,1991,218.0,Dikembe Mutombo,C,1998,6,Atlanta Hawks,118.0,1.0
26,All,1999-05-02,1994,203.0,Grant Hill,SF,1999,4,Detroit Pistons,102.0,1.0
25,All,1999-04-25,1993,206.0,Chris Webber,F-C,1999,5,Sacramento Kings,111.0,1.0
25,All,1999-04-18,1994,193.0,Jason Kidd,PG,1999,4,Phoenix Suns,95.0,1.0
35,All,1999-04-11,1985,206.0,Karl Malone,PF,1999,13,Utah Jazz,120.0,1.0
22,All,1999-04-04,1995,211.0,Kevin Garnett,PF,1999,3,Minnesota Timberwolves,109.0,1.0
30,All,1999-03-28,1991,183.0,Darrell Armstrong,PG,1999,4,Orlando Magic,77.0,1.0
22,All,1999-03-21,1998,198.0,Vince Carter,SF,1999,0,Toronto Raptors,100.0,1.0
29,All,1999-03-14,1992,208.0,Alonzo Mourning,C,1999,6,Miami Heat,109.0,1.0
22,All,1999-03-07,1997,211.0,Tim Duncan,FC,1999,1,San Antonio Spurs,113.0,1.0
24,All,1999-02-28,1995,206.0,Antonio McDyess,F,1999,3,Denver Nuggets,111.0,1.0
22,All,1999-02-21,1996,188.0,Stephon Marbury,G,1999,2,Minnesota Timberwolves,82.0,1.0
30,All,1999-02-14,1990,193.0,Gary Payton,G,1999,8,Seattle SuperSonics,82.0,1.0
32,All,1999-02-07,1991,218.0,Dikembe Mutombo,C,1999,7,Atlanta Hawks,118.0,1.0
21,All,2000-04-17,1996,198.0,Kobe Bryant,SG,2000,3,Los Angeles Lakers,96.0,1.0
30,All,2000-04-10,1992,208.0,Alonzo Mourning,C,2000,7,Miami Heat,109.0,1.0
23,All,2000-04-03,1997,211.0,Tim Duncan,FC,2000,2,San Antonio Spurs,113.0,1.0
23,All,2000-03-27,1995,211.0,Kevin Garnett,PF,2000,4,Minnesota Timberwolves,109.0,1.0
27,All,2000-03-20,1994,203.0,Jalen Rose,G,2000,5,Indiana Pacers,95.0,1.0
27,All,2000-03-13,1992,216.0,Shaquille O'Neal,C,2000,7,Los Angeles Lakers,147.0,1.0
36,All,2000-03-06,1985,206.0,Karl Malone,PF,2000,14,Utah Jazz,120.0,1.0
23,All,2000-02-28,1998,198.0,Vince Carter,SF,2000,1,Toronto Raptors,100.0,1.0
27,All,2000-02-22,1992,216.0,Shaquille O'Neal,C,2000,7,Los Angeles Lakers,147.0,1.0
26,All,2000-02-07,1995,201.0,Michael Finley,G-F,2000,4,Dallas Mavericks,102.0,1.0
33,All,2000-01-31,1991,218.0,Dikembe Mutombo,C,2000,8,Atlanta Hawks,118.0,1.0
23,All,2000-01-24,1999,190.0,Steve Francis,G,2000,0,Houston Rockets,88.0,1.0
27,All,2000-01-17,1993,206.0,Chris Webber,F-C,2000,6,Sacramento Kings,111.0,1.0
27,All,2000-01-10,1994,203.0,Grant Hill,SF,2000,5,Detroit Pistons,102.0,1.0
27,All,2000-01-03,1993,206.0,Chris Webber,F-C,2000,6,Sacramento Kings,111.0,1.0
23,All,1999-12-27,1995,211.0,Kevin Garnett,PF,2000,4,Minnesota Timberwolves,109.0,1.0
26,All,1999-12-20,1994,193.0,Jason Kidd,PG,2000,5,Phoenix Suns,95.0,1.0
30,All,1999-12-13,1992,208.0,Alonzo Mourning,C,2000,7,Miami Heat,109.0,1.0
27,All,1999-12-05,1992,216.0,Shaquille O'Neal,C,2000,7,Los Angeles Lakers,147.0,1.0
23,All,1999-11-28,1997,211.0,Tim Duncan,FC,2000,2,San Antonio Spurs,113.0,1.0
23,All,1999-11-21,1998,198.0,Vince Carter,SF,2000,1,Toronto Raptors,100.0,1.0
23,All,1999-11-14,1995,211.0,Kevin Garnett,PF,2000,4,Minnesota Timberwolves,109.0,1.0
30,All,1999-11-07,1993,190.0,Sam Cassell,G,2000,6,Milwaukee Bucks,84.0,1.0
25,All,2001-04-15,1996,196.0,Ray Allen,SG,2001,4,Milwaukee Bucks,93.0,1.0
28,All,2001-04-08,1992,216.0,Shaquille O'Neal,C,2001,8,Los Angeles Lakers,147.0,1.0
27,All,2001-04-01,1994,193.0,Jason Kidd,PG,2001,6,Phoenix Suns,95.0,1.0
23,All,2001-03-25,1998,201.0,Paul Pierce,SF,2001,2,Boston Celtics,107.0,1.0
25,All,2001-03-18,1998,193.0,Cuttino Mobley,G,2001,2,Houston Rockets,86.0,1.0
26,All,2001-03-11,1997,196.0,Derek Anderson,G,2001,3,San Antonio Spurs,88.0,1.0
24,All,2001-03-04,1998,198.0,Vince Carter,SF,2001,2,Toronto Raptors,100.0,1.0
22,All,2001-02-25,1999,201.0,Shawn Marion,F,2001,1,Phoenix Suns,103.0,1.0
25,All,2001-02-18,1996,183.0,Allen Iverson,G,2001,4,Philadelphia Sixers,75.0,1.0
32,All,2001-02-04,1991,183.0,Darrell Armstrong,PG,2001,6,Orlando Magic,77.0,1.0
24,All,2001-01-28,1997,211.0,Tim Duncan,FC,2001,3,San Antonio Spurs,113.0,1.0
28,All,2001-01-22,1993,206.0,Chris Webber,F-C,2001,7,Sacramento Kings,111.0,1.0
24,All,2001-01-14,1999,190.0,Steve Francis,G,2001,1,Houston Rockets,88.0,1.0
25,All,2001-01-07,1996,183.0,Allen Iverson,G,2001,4,Philadelphia Sixers,75.0,1.0
28,All,2000-12-31,1994,196.0,Aaron McKie,G,2001,6,Philadelphia Sixers,95.0,1.0
22,All,2000-12-24,1996,198.0,Kobe Bryant,SG,2001,4,Los Angeles Lakers,96.0,1.0
28,All,2000-12-17,1994,201.0,Glenn Robinson,SF,2001,6,Milwaukee Bucks,102.0,1.0
28,All,2000-12-10,1993,206.0,Chris Webber,F-C,2001,7,Sacramento Kings,111.0,1.0
26,All,2000-12-03,1995,206.0,Antonio McDyess,F,2001,5,Denver Nuggets,111.0,1.0
21,All,2000-11-26,1999,190.0,Baron Davis,G,2001,1,Charlotte Hornets,98.0,1.0
24,All,2000-11-19,1995,211.0,Kevin Garnett,PF,2001,5,Minnesota Timberwolves,109.0,1.0
24,All,2000-11-12,1996,188.0,Stephon Marbury,G,2001,4,New Jersey Nets,82.0,1.0
37,All,2000-11-06,1985,206.0,Karl Malone,PF,2001,15,Utah Jazz,120.0,1.0
38,All,2000-11-06,1984,185.0,John Stockton,PG,2001,16,Utah Jazz,77.0,1.0
24,East,2002-04-07,1998,201.0,Paul Pierce,SF,2002,3,Boston Celtics,107.0,0.5
25,West,2002-04-07,1997,211.0,Tim Duncan,FC,2002,4,San Antonio Spurs,113.0,0.5
27,East,2002-03-31,1996,206.0,Ben Wallace,FC,2002,5,Detroit Pistons,109.0,0.5
23,West,2002-03-31,1999,201.0,Shawn Marion,F,2002,2,Phoenix Suns,103.0,0.5
28,East,2002-03-24,1994,193.0,Jason Kidd,PG,2002,7,New Jersey Nets,95.0,0.5
25,West,2002-03-24,1997,211.0,Tim Duncan,FC,2002,4,San Antonio Spurs,113.0,0.5
22,East,2002-03-17,1997,203.0,Tracy McGrady,GF,2002,4,Orlando Magic,95.0,0.5
25,West,2002-03-17,1997,211.0,Tim Duncan,FC,2002,4,San Antonio Spurs,113.0,0.5
29,East,2002-03-10,1995,206.0,Kurt Thomas,FC,2002,6,New York Knicks,109.0,0.5
29,West,2002-03-10,1992,216.0,Shaquille O'Neal,C,2002,9,Los Angeles Lakers,147.0,0.5
26,East,2002-03-03,1996,183.0,Allen Iverson,G,2002,5,Philadelphia Sixers,75.0,0.5
27,West,2002-03-03,1995,211.0,Rasheed Wallace,FC,2002,6,Portland Trail Blazers,104.0,0.5
27,East,2002-02-24,1996,206.0,Ben Wallace,FC,2002,5,Detroit Pistons,109.0,0.5
29,West,2002-02-24,1992,216.0,Shaquille O'Neal,C,2002,9,Los Angeles Lakers,147.0,0.5
25,East,2002-02-17,1999,190.0,Andre Miller,PG,2002,2,Cleveland Cavaliers,91.0,0.5
38,West,2002-02-17,1985,206.0,Karl Malone,PF,2002,16,Utah Jazz,120.0,0.5
28,East,2002-02-03,1994,193.0,Jason Kidd,PG,2002,7,New Jersey Nets,95.0,0.5
29,West,2002-02-03,1992,216.0,Shaquille O'Neal,C,2002,9,Los Angeles Lakers,147.0,0.5
26,East,2002-01-27,1996,183.0,Allen Iverson,G,2002,5,Philadelphia Sixers,75.0,0.5
23,West,2002-01-27,1998,213.0,Dirk Nowitzki,PF,2002,3,Dallas Mavericks,111.0,0.5
26,East,2002-01-20,1996,183.0,Allen Iverson,G,2002,5,Philadelphia Sixers,75.0,0.5
23,West,2002-01-20,1996,198.0,Kobe Bryant,SG,2002,5,Los Angeles Lakers,96.0,0.5
26,East,2002-01-13,1996,196.0,Ray Allen,SG,2002,5,Milwaukee Bucks,93.0,0.5
25,West,2002-01-13,1995,211.0,Kevin Garnett,PF,2002,6,Minnesota Timberwolves,109.0,0.5
30,East,2002-01-06,1994,198.0,Eddie Jones,G-F,2002,7,Miami Heat,91.0,0.5
28,West,2002-01-06,1993,206.0,Chris Webber,F-C,2002,8,Sacramento Kings,111.0,0.5
28,East,2001-12-30,1994,193.0,Jason Kidd,PG,2002,7,New Jersey Nets,95.0,0.5
25,West,2001-12-30,1997,211.0,Tim Duncan,FC,2002,4,San Antonio Spurs,113.0,0.5
23,East,2001-12-23,1996,211.0,Jermaine O'Neal,FC,2002,5,Indiana Pacers,107.0,0.5
33,West,2001-12-23,1990,193.0,Gary Payton,G,2002,11,Seattle SuperSonics,82.0,0.5
24,East,2001-12-16,1999,201.0,Richard Hamilton,SG,2002,2,Washington Wizards,88.0,0.5
28,West,2001-12-16,1996,190.0,Steve Nash,G,2002,5,Dallas Mavericks,81.0,0.5
25,East,2001-12-09,1999,190.0,Andre Miller,PG,2002,2,Cleveland Cavaliers,91.0,0.5
22,West,2001-12-09,1999,206.0,Elton Brand,PF,2002,2,Los Angeles Clippers,115.0,0.5
24,East,2001-12-02,1998,201.0,Paul Pierce,SF,2002,3,Boston Celtics,107.0,0.5
25,West,2001-12-02,1996,188.0,Stephon Marbury,G,2002,5,Phoenix Suns,82.0,0.5
25,East,2001-11-25,1996,206.0,Shareef Abdur-Rahim,F,2002,5,Atlanta Hawks,102.0,0.5
25,West,2001-11-25,1997,211.0,Tim Duncan,FC,2002,4,San Antonio Spurs,113.0,0.5
26,East,2001-11-18,1996,183.0,Allen Iverson,G,2002,5,Philadelphia Sixers,75.0,0.5
25,West,2001-11-18,1995,211.0,Kevin Garnett,PF,2002,6,Minnesota Timberwolves,109.0,0.5
25,East,2001-11-11,1998,198.0,Vince Carter,SF,2002,3,Toronto Raptors,100.0,0.5
25,West,2001-11-11,1997,211.0,Tim Duncan,FC,2002,4,San Antonio Spurs,113.0,0.5
26,East,2001-11-04,1996,196.0,Ray Allen,SG,2002,5,Milwaukee Bucks,93.0,0.5
23,West,2001-11-04,1996,198.0,Kobe Bryant,SG,2002,5,Los Angeles Lakers,96.0,0.5
23,East,2003-04-13,1997,203.0,Tracy McGrady,GF,2003,5,Orlando Magic,95.0,0.5
24,West,2003-04-13,1999,201.0,Shawn Marion,F,2003,3,Phoenix Suns,103.0,0.5
29,East,2003-04-06,1994,193.0,Jason Kidd,PG,2003,8,New Jersey Nets,95.0,0.5
30,West,2003-04-06,1992,216.0,Shaquille O'Neal,C,2003,10,Los Angeles Lakers,147.0,0.5
22,East,2003-03-30,2001,201.0,Richard Jefferson,SF,2003,1,New Jersey Nets,106.0,0.5
26,West,2003-03-30,1997,211.0,Tim Duncan,FC,2003,5,San Antonio Spurs,113.0,0.5
28,East,2003-03-23,1996,206.0,Ben Wallace,FC,2003,6,Detroit Pistons,109.0,0.5
25,West,2003-03-23,1996,208.0,Peja Stojakovic,F,2003,4,Sacramento Kings,104.0,0.5
27,East,2003-03-16,1996,183.0,Allen Iverson,G,2003,6,Philadelphia Sixers,75.0,0.5
26,West,2003-03-16,1999,190.0,Steve Francis,G,2003,3,Houston Rockets,88.0,0.5
23,East,2003-03-09,1997,203.0,Tracy McGrady,GF,2003,5,Orlando Magic,95.0,0.5
30,West,2003-03-09,1992,216.0,Shaquille O'Neal,C,2003,10,Los Angeles Lakers,147.0,0.5
40,East,2003-03-02,1984,198.0,Michael Jordan,SG,2003,14,Washington Wizards,98.0,0.5
27,West,2003-03-02,1996,196.0,Ray Allen,SG,2003,6,Seattle SuperSonics,93.0,0.5
23,East,2003-02-23,1997,203.0,Tracy McGrady,GF,2003,5,Orlando Magic,95.0,0.5
24,West,2003-02-23,1996,198.0,Kobe Bryant,SG,2003,6,Los Angeles Lakers,96.0,0.5
31,East,2003-02-16,1993,198.0,Allan Houston,G,2003,9,New York Knicks,93.0,0.5
26,West,2003-02-16,1997,211.0,Tim Duncan,FC,2003,5,San Antonio Spurs,113.0,0.5
26,East,2003-02-02,1997,190.0,Chauncey Billups,G,2003,5,Detroit Pistons,95.0,0.5
24,West,2003-02-02,1996,198.0,Kobe Bryant,SG,2003,6,Los Angeles Lakers,96.0,0.5
25,East,2003-01-26,1998,201.0,Paul Pierce,SF,2003,4,Boston Celtics,107.0,0.5
26,West,2003-01-26,1997,211.0,Tim Duncan,FC,2003,5,San Antonio Spurs,113.0,0.5
26,East,2003-01-19,1996,206.0,Antoine Walker,F,2003,6,Boston Celtics,120.0,0.5
26,West,2003-01-19,1999,190.0,Steve Francis,G,2003,3,Houston Rockets,88.0,0.5
24,East,2003-01-12,1996,211.0,Jermaine O'Neal,FC,2003,6,Indiana Pacers,107.0,0.5
24,West,2003-01-12,1996,198.0,Kobe Bryant,SG,2003,6,Los Angeles Lakers,96.0,0.5
26,West,2003-01-12,1996,188.0,Stephon Marbury,G,2003,6,Phoenix Suns,82.0,0.5
40,East,2003-01-05,1984,198.0,Michael Jordan,SG,2003,14,Washington Wizards,98.0,0.5
24,West,2003-01-05,1998,213.0,Dirk Nowitzki,PF,2003,4,Dallas Mavericks,111.0,0.5
32,East,2002-12-29,1993,196.0,Lucious Harris,SG,2003,9,New Jersey Nets,86.0,0.5
26,West,2002-12-29,1997,211.0,Tim Duncan,FC,2003,5,San Antonio Spurs,113.0,0.5
29,East,2002-12-22,1994,193.0,Jason Kidd,PG,2003,8,New Jersey Nets,95.0,0.5
26,West,2002-12-22,1997,211.0,Tim Duncan,FC,2003,5,San Antonio Spurs,113.0,0.5
26,East,2002-12-15,1996,206.0,Antoine Walker,F,2003,6,Boston Celtics,120.0,0.5
29,West,2002-12-15,1993,206.0,Chris Webber,F-C,2003,9,Sacramento Kings,111.0,0.5
25,East,2002-12-08,1998,201.0,Paul Pierce,SF,2003,4,Boston Celtics,107.0,0.5
24,West,2002-12-08,1996,198.0,Kobe Bryant,SG,2003,6,Los Angeles Lakers,96.0,0.5
27,East,2002-12-01,1996,183.0,Allen Iverson,G,2003,6,Philadelphia Sixers,75.0,0.5
26,West,2002-12-01,1996,188.0,Stephon Marbury,G,2003,6,Phoenix Suns,82.0,0.5
27,East,2002-11-24,1996,183.0,Allen Iverson,G,2003,6,Philadelphia Sixers,75.0,0.5
26,West,2002-11-24,1995,211.0,Kevin Garnett,PF,2003,7,Minnesota Timberwolves,109.0,0.5
23,East,2002-11-17,1999,201.0,Metta World Peace,SF,2003,3,Indiana Pacers,118.0,0.5
23,West,2002-11-17,1998,208.0,Rashard Lewis,F,2003,4,Seattle SuperSonics,107.0,0.5
28,East,2002-11-10,1995,198.0,Jerry Stackhouse,SF,2003,7,Washington Wizards,99.0,0.5
24,West,2002-11-10,1998,213.0,Dirk Nowitzki,PF,2003,4,Dallas Mavericks,111.0,0.5
30,East,2002-11-03,1994,201.0,Glenn Robinson,SF,2003,8,Atlanta Hawks,102.0,0.5
24,West,2002-11-03,1996,198.0,Kobe Bryant,SG,2003,6,Los Angeles Lakers,96.0,0.5
25,East,2004-04-12,2000,211.0,Jamaal Magloire,C,2004,3,New Orleans Hornets,117.0,0.5
19,West,2004-04-12,2003,203.0,Carmelo Anthony,F,2004,0,Denver Nuggets,109.0,0.5
23,East,2004-04-05,2001,201.0,Richard Jefferson,SF,2004,2,New Jersey Nets,106.0,0.5
25,West,2004-04-05,1998,213.0,Dirk Nowitzki,PF,2004,5,Dallas Mavericks,111.0,0.5
24,East,2004-03-29,1999,201.0,Metta World Peace,SF,2004,4,Indiana Pacers,118.0,0.5
25,West,2004-03-29,1996,198.0,Kobe Bryant,SG,2004,7,Los Angeles Lakers,96.0,0.5
27,East,2004-03-21,1998,198.0,Vince Carter,SF,2004,5,Toronto Raptors,100.0,0.5
31,West,2004-03-21,1992,216.0,Shaquille O'Neal,C,2004,11,Los Angeles Lakers,147.0,0.5
28,East,2004-03-14,1996,221.0,Zydrunas Ilgauskas,C,2004,7,Cleveland Cavaliers,118.0,0.5
19,West,2004-03-14,2003,203.0,Carmelo Anthony,F,2004,0,Denver Nuggets,109.0,0.5
24,East,2004-03-07,1999,208.0,Lamar Odom,PF,2004,4,Miami Heat,104.0,0.5
23,West,2004-03-07,2002,229.0,Yao Ming,C,2004,1,Houston Rockets,141.0,0.5
29,East,2004-02-29,1996,206.0,Ben Wallace,FC,2004,7,Detroit Pistons,109.0,0.5
23,West,2004-02-29,1999,206.0,Andrei Kirilenko,PF,2004,2,Utah Jazz,107.0,0.5
22,East,2004-02-22,2003,193.0,Dwyane Wade,SG,2004,0,Miami Heat,100.0,0.5
25,West,2004-02-22,1996,198.0,Kobe Bryant,SG,2004,7,Los Angeles Lakers,96.0,0.5
26,East,2004-02-08,2000,206.0,Kenyon Martin,F,2004,3,New Jersey Nets,109.0,0.5
27,West,2004-02-08,1997,211.0,Tim Duncan,FC,2004,6,San Antonio Spurs,113.0,0.5
30,East,2004-02-01,1994,193.0,Jason Kidd,PG,2004,9,New Jersey Nets,95.0,0.5
27,West,2004-02-01,1995,211.0,Kevin Garnett,PF,2004,8,Minnesota Timberwolves,109.0,0.5
22,East,2004-01-25,2002,206.0,Carlos Boozer,PF,2004,1,Cleveland Cavaliers,121.0,0.5
27,West,2004-01-25,1995,211.0,Kevin Garnett,PF,2004,8,Minnesota Timberwolves,109.0,0.5
27,East,2004-01-18,1996,188.0,Stephon Marbury,G,2004,7,New York Knicks,82.0,0.5
30,West,2004-01-18,1995,201.0,Michael Finley,G-F,2004,8,Dallas Mavericks,102.0,0.5
26,East,2004-01-11,1998,201.0,Paul Pierce,SF,2004,5,Boston Celtics,107.0,0.5
28,West,2004-01-11,1996,196.0,Ray Allen,SG,2004,7,Seattle SuperSonics,93.0,0.5
29,East,2004-01-04,1996,206.0,Ben Wallace,FC,2004,7,Detroit Pistons,109.0,0.5
24,West,2004-01-04,1999,206.0,Elton Brand,PF,2004,4,Los Angeles Clippers,115.0,0.5
30,East,2003-12-28,1994,193.0,Jason Kidd,PG,2004,9,New Jersey Nets,95.0,0.5
34,West,2003-12-28,1993,190.0,Sam Cassell,G,2004,10,Minnesota Timberwolves,84.0,0.5
24,East,2003-12-21,1997,203.0,Tracy McGrady,GF,2004,6,Orlando Magic,95.0,0.5
27,West,2003-12-21,1995,211.0,Kevin Garnett,PF,2004,8,Minnesota Timberwolves,109.0,0.5
26,East,2003-12-14,1998,201.0,Paul Pierce,SF,2004,5,Boston Celtics,107.0,0.5
26,West,2003-12-14,1996,208.0,Peja Stojakovic,F,2004,5,Sacramento Kings,104.0,0.5
27,East,2003-12-07,1998,198.0,Vince Carter,SF,2004,5,Toronto Raptors,100.0,0.5
31,West,2003-12-07,1992,216.0,Shaquille O'Neal,C,2004,11,Los Angeles Lakers,147.0,0.5
37,East,2003-11-30,1991,218.0,Dikembe Mutombo,C,2004,12,New York Knicks,118.0,0.5
30,West,2003-11-30,1994,193.0,Voshon Lenard,SG,2004,8,Denver Nuggets,93.0,0.5
27,East,2003-11-23,1997,190.0,Chauncey Billups,G,2004,6,Detroit Pistons,95.0,0.5
27,West,2003-11-23,1995,211.0,Kevin Garnett,PF,2004,8,Minnesota Timberwolves,109.0,0.5
28,East,2003-11-16,1996,183.0,Allen Iverson,G,2004,7,Philadelphia Sixers,75.0,0.5
23,West,2003-11-16,2000,198.0,Quentin Richardson,GF,2004,3,Los Angeles Clippers,101.0,0.5
24,East,2003-11-09,1999,201.0,Metta World Peace,SF,2004,4,Indiana Pacers,118.0,0.5
23,West,2003-11-09,1999,206.0,Andrei Kirilenko,PF,2004,2,Utah Jazz,107.0,0.5
24,East,2003-11-02,1999,190.0,Baron Davis,G,2004,4,New Orleans Hornets,98.0,0.5
24,West,2003-11-02,1998,208.0,Rashard Lewis,F,2004,5,Seattle SuperSonics,107.0,0.5
31,East,2005-04-17,1994,193.0,Jason Kidd,PG,2005,10,New Jersey Nets,95.0,0.5
25,West,2005-04-17,1997,203.0,Tracy McGrady,GF,2005,7,Houston Rockets,95.0,0.5
28,East,2005-04-10,1998,198.0,Vince Carter,SF,2005,6,New Jersey Nets,100.0,0.5
25,West,2005-04-10,1999,190.0,Baron Davis,G,2005,5,Golden State Warriors,98.0,0.5
39,East,2005-04-03,1987,201.0,Reggie Miller,SG,2005,17,Indiana Pacers,84.0,0.5
25,West,2005-04-03,1999,190.0,Baron Davis,G,2005,5,Golden State Warriors,98.0,0.5
29,East,2005-03-27,1996,183.0,Allen Iverson,G,2005,8,Philadelphia Sixers,75.0,0.5
29,West,2005-03-27,1996,196.0,Ray Allen,SG,2005,8,Seattle SuperSonics,93.0,0.5
28,East,2005-03-20,1997,190.0,Chauncey Billups,G,2005,7,Detroit Pistons,95.0,0.5
24,West,2005-03-20,2001,198.0,Jason Richardson,GF,2005,3,Golden State Warriors,102.0,0.5
27,East,2005-03-13,1998,201.0,Paul Pierce,SF,2005,6,Boston Celtics,107.0,0.5
25,West,2005-03-13,1997,203.0,Tracy McGrady,GF,2005,7,Houston Rockets,95.0,0.5
